text,dim_1,dim_2,group_size,group_texts,group_min_sim,cluster,most_frequent,cluster_name
group_1156,-0.5686728321564573,3.019907403231805,2,,0.7804019581338704,1,mcdonald's,Emotional Distress
group_1157,2.45521022581152,0.38182822343871275,3,,0.7443154363964641,4,coffee,Mourning
group_1158,2.3482331657749143,2.523759709775422,8,,0.7600223964060938,4,child,Mourning
group_1159,1.2390763585197648,-0.19102037375537434,3,,0.8157509887692178,3,found,Competitive loss
group_1160,-3.157946789578128,0.5995451595712841,4,,0.7513832717015376,6,cycle,Material deprivation
group_1161,0.764570906447076,-0.5003470305790279,1,,1,3,renewal,Competitive loss
group_1162,-1.5566972348367514,0.5149900255499464,1,,1,6,bury,Material deprivation
group_1163,0.7166577939287392,2.9354248589619534,1,,1,4,covid,Mourning
group_1164,-0.7473260967752955,1.2345344757642351,1,,1,2,sickening,Deprivation
group_1165,2.9308033528821356,3.1479899255338677,11,,0.7757014398441354,4,grandma,Mourning
group_1166,2.6705404468283804,-0.20307722243162574,1,,0.9999999932921207,3,bruce,Competitive loss
group_1167,2.4413056965851925,-0.5293319643672414,1,,1,3,expo-expert,Competitive loss
group_1168,1.167503924387137,-0.9956012138422323,2,,0.7910676626523541,3,rolex,Competitive loss
group_1169,1.4152459237474102,-0.8256685467478099,1,,0.9999999932921207,3,training,Competitive loss
group_1170,1.1987867158442382,-1.1286560823331588,1,,0.9999999932921207,3,they are better,Competitive loss
group_1171,1.189629089982727,1.2291136709608277,4,,0.7822957302495361,4,ego,Mourning
group_1172,1.8052909509106305,0.05863571957693478,4,,0.7479561880933756,4,reputation,Mourning
group_1173,1.3088676539322153,-1.1535122306810535,7,,0.7695144959126866,3,school,Competitive loss
group_1174,0.9598388925668886,0.8208941116522315,1,,1,4,reality check,Mourning
group_1175,1.69250970436637,0.10923280897532553,2,,0.7662651691754467,4,multiple,Mourning
group_1176,-0.45947281779416704,-2.94311190311908,5,,0.790458694869558,5,retirement,Financial
group_1177,2.4522116704831616,2.2368544906829837,6,,0.7912511677882844,4,family separation,Mourning
group_1178,-1.3871357934952946,1.2781986264155392,1,,0.9999999932921207,2,desolation,Deprivation
group_1179,2.331530366042807,2.1936717682045326,3,,0.8133680184996609,4,child estrangement,Mourning
group_1180,-0.280329704609114,2.1697176933700355,2,,0.8617932610226617,1,being sober,Emotional Distress
group_1181,-0.6438660527617847,0.8639748612050925,1,,0.999999995256813,2,slur,Deprivation
group_1182,-1.1546631194646946,1.1740691175945592,2,,0.7957301251538527,2,environmental degradation,Deprivation
group_1183,2.0544348880727448,0.23351530307262625,2,,0.747112677572034,4,basic human rights,Mourning
group_1184,0.4914079626910085,-0.6320488946150739,2,,0.7742653049596431,2,go back,Deprivation
group_1185,0.4180858741321526,-0.6868135852182836,12,,0.7670775621041762,2,nothing else,Deprivation
group_1186,0.11058693599223576,-1.1281116130394868,2,,0.7864391165093814,5,lost priorities,Financial
group_1187,2.093807514165539,1.2056337813798468,8,,0.7568567704451556,4,missed social event,Mourning
group_1188,-2.880787850105138,-2.8795202507493367,6,,0.7437365126233837,5,retirement fund loss,Financial
group_1189,-2.7544708497566885,-3.0681297889890264,3,,0.7845701993446383,5,financial burden,Financial
group_1190,0.9967500088275694,-0.6393615835280944,2,,0.7487076708498841,3,continuing,Competitive loss
group_1191,2.0214874512378405,-0.1405303738569983,6,,0.7451978002035613,4,good,Mourning
group_1192,-0.7514532032009027,-1.18598033483542,2,,0.808179962398873,2,did not practice,Deprivation
group_1193,-0.35724375144555276,-1.0533147753744228,3,,0.7847922650573362,2,not trying,Deprivation
group_1194,2.1366890389851307,-0.4805116460011956,2,,0.8116025025489784,3,in the red,Competitive loss
group_1195,-0.5270654071422161,0.36233029231910924,1,,1,2,logical error mistake,Deprivation
group_1196,0.3126552270337871,-2.528777469097513,3,,0.7691934388670238,5,career,Financial
group_1197,0.553014621984424,-0.5939302036725793,2,,0.8599854042859862,2,irreplaceable items,Deprivation
group_1198,0.9088602130314636,1.7968537778293614,1,,1,1,personal and emotional,Emotional Distress
group_1199,2.636534094317975,2.5951093302426465,6,,0.7614791682076325,4,parents,Mourning
group_1200,1.4949148933489287,2.6062888168547884,2,,0.8335708247745708,4,life is short,Mourning
group_1201,1.1031133789381578,-0.6632838009719741,1,,1,3,no regrets taken,Competitive loss
group_1202,1.6411951055587477,0.465006707558825,1,,1,4,believe in you,Mourning
group_1203,1.3422156278610424,1.0551268276556067,2,,0.7774159614860149,4,expressing true self,Mourning
group_1204,-1.4929754553330394,1.0870383082358357,1,,1,2,melting down,Deprivation
group_1205,1.8259492966929576,-0.8840079724482721,4,,0.7682335228852083,3,paperwork,Competitive loss
group_1206,2.2586273550417024,-2.367075112715668,2,,0.8110041818870068,3,good opponent,Competitive loss
group_1207,0.0864949372877909,-2.5789986373155354,7,,0.747953189070713,5,job prospect,Financial
group_1208,-2.4454974685402338,1.6337790919948763,5,,0.7656365002673535,6,crop destroyed,Material deprivation
group_1209,-1.255564581420117,-1.4994282500098803,7,,0.7859012311852571,7,canceled plans,Inaccessibility
group_1210,1.8229405039160238,3.117655329550993,8,,0.7625152020348429,4,friend has cancer,Mourning
group_1211,-1.4742254011156786,1.2318387861090012,1,,1,2,total destruction awareness,Deprivation
group_1212,2.533656278764044,1.8657715035666032,21,,0.7787271023284983,4,lost best friend,Mourning
group_1213,1.8255537600438496,-0.5281275006609464,3,,0.8117463696287797,3,license,Competitive loss
group_1214,0.5025438731663636,0.3607618488438999,4,,0.745600616281414,2,loss of ambition,Deprivation
group_1215,-1.9867768121711074,1.3110301829223312,3,,0.7462274841158094,6,tornado loss anxiety,Material deprivation
group_1216,-1.500198405213347,-1.0699380251717803,4,,0.7653514394035199,7,spent,Inaccessibility
group_1217,-2.7591728607066144,-2.6429250175169177,1,,0.9999999932921207,5,financial capital decrease,Financial
group_1218,0.7356388728576886,-0.6033193194160331,2,,0.7645363877678423,3,regroup,Competitive loss
group_1219,1.3786704443570965,3.341448719719304,3,,0.8585368015922973,4,war,Mourning
group_1220,-2.204952434642351,-1.864356276948878,14,,0.7648154540257107,5,lost a client,Financial
group_1221,1.6220277374358807,-0.9305210280473141,1,,1,3,level set,Competitive loss
group_1222,-0.7622079222725968,-1.0977180814602212,1,,1,2,didn't place,Deprivation
group_1223,1.9239914190352092,-2.1439702934549465,1,,0.9999999932921207,3,not the champion,Competitive loss
group_1224,1.670941022731277,-2.975057330984701,3,,0.7541340796567906,3,challenging game,Competitive loss
group_1225,-2.7553328503832466,-0.554633069424523,16,,0.760062993071698,7,lost important documents,Inaccessibility
group_1226,2.1714713655035527,1.8935370986785256,12,,0.7772843289337062,4,leaving family behind,Mourning
group_1227,-2.1879940559171063,-2.6342948273496996,2,,0.7900571160545234,5,didn't earn enough,Financial
group_1228,1.5963766809238462,3.361099604919554,1,,1,4,casualty,Mourning
group_1229,-1.8868562080013487,-3.2023570232400114,1,,1,5,toll,Financial
group_1230,0.8890406433835807,1.1835639038541266,18,,0.8060684769558194,1,lost my confidence,Emotional Distress
group_1231,1.7699689360695283,1.091009479781012,1,,1,4,diminished trust,Mourning
group_1232,-1.144512501301028,-1.5746510576621708,5,,0.8029807859844291,7,missed the bus,Inaccessibility
group_1233,0.5839983933348002,1.1242822506891175,8,,0.7562622287495396,1,losing my mind,Emotional Distress
group_1234,0.4331441408803538,2.838928715837506,5,,0.7563842208988114,4,my health,Mourning
group_1235,2.9372248994441947,3.1573628853517137,9,,0.7867545193417752,4,grandmother,Mourning
group_1236,-0.2561504485788416,2.1469727738393187,3,,0.7928507869712489,1,alcoholism relapse,Emotional Distress
group_1237,1.3480013147633116,-0.11453887272642461,1,,1,4,revelations,Mourning
group_1238,1.0082614708352802,-0.8305808530293785,2,,0.8166660474955021,3,repeating,Competitive loss
group_1239,0.8150047699115137,-0.9716218739622352,2,,0.7604842081339374,3,lost in trials,Competitive loss
group_1240,-2.374633000408921,-2.3465786850592227,3,,0.7795178216855596,5,insurance claim,Financial
group_1241,0.8173897777462301,1.3307250896493859,8,,0.7631183199569056,1,loss of self-esteem,Emotional Distress
group_1242,-0.359899371407861,1.4953434201309785,2,,0.8197605122886109,1,i felt frustration,Emotional Distress
group_1243,-1.778438073255493,-2.880635244466671,2,,0.8259334797949195,5,shopping,Financial
group_1244,-1.8843117506222204,-0.12044911701701204,12,,0.7676142789170791,7,clothes,Inaccessibility
group_1245,1.9931369756550708,-0.4953121888340651,2,,0.7989382700451731,3,magazine subscription,Competitive loss
group_1246,-0.7959093334645451,0.5345406886209226,1,,1,2,hollow,Deprivation
group_1247,2.0917915159435467,0.6348174423919108,2,,0.7519533690684539,4,god,Mourning
group_1248,0.020244107856727867,0.7918358392126136,1,,1,2,be more careful,Deprivation
group_1249,2.5098980292251736,-0.4625437227603486,3,,0.7829624875360344,3,leader,Competitive loss
group_1250,-3.2211111317950856,0.988685500422973,1,,1,6,derailment,Material deprivation
group_1251,-0.07562369453007814,-1.3979419390435806,1,,1,5,couldn't do it,Financial
group_1252,-2.9456335758967316,-2.2882412992410734,15,,0.7471062707907645,5,lost twenty dollars,Financial
group_1253,3.0336942341469704,1.5557067404714342,5,,0.8189110465010843,4,boyfriend,Mourning
group_1254,2.2612862128325566,1.7992518610255308,4,,0.753638973850028,4,family members leave,Mourning
group_1255,-1.0063109389501255,0.5747288913803075,1,,1,2,dweeb,Deprivation
group_1256,1.4370306592073623,3.183645152739133,1,,0.9999999932921207,4,life cycle death,Mourning
group_1257,1.9085524708051134,-1.677670883148795,1,,0.9999999932921207,3,ego loyalty competition,Competitive loss
group_1258,1.4216540429454345,0.015747607010446057,1,,0.9999999932921207,4,luck tenacity clarity,Mourning
group_1259,2.6145868407600505,0.9742553781448856,2,,0.8016900171385801,4,relation ship,Mourning
group_1260,2.253471061004427,0.693196177335194,4,,0.7652332718251773,4,social,Mourning
group_1261,1.533682469078672,-0.6081814551723257,1,,1,3,collecting,Competitive loss
group_1262,0.8373346957974448,-0.0430786969275902,2,,1,3,resolved,Competitive loss
group_1263,2.0801209733789947,-0.6173080664557477,2,,0.7732007741229858,3,share,Competitive loss
group_1264,1.3328880436944186,0.4752701449041664,3,,0.8303000414946378,4,autonomy,Mourning
group_1265,-0.23378302584868435,-1.1191046371147593,2,,0.8114757896512141,2,not meeting requirements,Deprivation
group_1266,-2.7716431532685855,-2.556589980724355,1,,1,5,make up losses,Financial
group_1267,1.8288411090580714,-2.3041308755615653,2,,0.7792830193044671,3,olympics,Competitive loss
group_1268,0.44496373062986394,1.4134098151939374,1,,1,1,vertigo,Emotional Distress
group_1269,1.6374260723038347,0.22294511663398148,2,,0.7464828269899241,4,commitment,Mourning
group_1270,-0.2441816243688385,1.2525139767434665,1,,0.9999999932921207,1,sheepishness,Emotional Distress
group_1271,1.7573836545902484,3.3884187718587753,1,,1,4,death job items,Mourning
group_1272,-0.228567809462413,-2.3416266430628148,4,,0.7697177681019066,5,demoted from board,Financial
group_1273,2.1327790459267493,1.568149830359511,2,,0.7929118979884491,4,familiar persons gone,Mourning
group_1274,-1.0310574497808982,-0.46886277578131696,1,,1,2,without capacity,Deprivation
group_1275,-2.783308941893124,-2.671379922931272,16,,0.7443791139599852,5,loss of finances,Financial
group_1276,0.33677246290354457,-0.1875974678841621,2,,0.7945259239302592,2,regress,Deprivation
group_1277,-1.0015816134953697,1.136029523962176,2,,0.7881035007118891,2,sinking into darkness,Deprivation
group_1278,-2.7535799184765075,-2.251548551514387,3,,0.8184338923936618,5,inheritance,Financial
group_1279,-0.40058870275172864,-0.8706778082392066,1,,1,2,not good at,Deprivation
group_1280,1.6464072776546594,-0.0056498626624188475,1,,1,4,adept,Mourning
group_1281,1.9819215935108487,-0.2389715081250316,2,,0.9999999932921207,4,well,Mourning
group_1282,0.28041325203717615,2.6068225651322185,7,,0.793366734417155,1,losing muscle mass,Emotional Distress
group_1283,-1.1514292041925798,-0.8048574977666314,2,,0.7769401118191582,7,lost in oregon,Inaccessibility
group_1284,2.503280291514471,2.703730048786814,9,,0.7492147774563174,4,daughter moved away,Mourning
group_1285,2.6629837875698135,1.4732930706575433,1,,1,4,unfriending,Mourning
group_1286,0.9582143839730377,-0.3701413525394018,1,,1,3,what for,Competitive loss
group_1287,1.361337405330664,0.5906897891082924,2,,0.758592049018092,4,laughter,Mourning
group_1288,0.013342419950419682,1.3905049058305075,3,,0.7584990489468856,1,pressure,Emotional Distress
group_1289,-1.2993520075574647,1.4435341762116032,1,,1,2,bombing,Deprivation
group_1290,-0.14762928075162654,-0.03650832262532021,2,,0.7820580208210568,2,unwanted change,Deprivation
group_1291,-3.0883356350205586,2.950976776622228,39,,0.7694439685775765,6,cat died,Material deprivation
group_1292,-0.034076004086591866,0.22555025632166864,1,,0.9999999932921207,2,standstill,Deprivation
group_1293,-0.14856503571096055,0.26299701456241453,2,,0.7856687035701376,2,clearing out space,Deprivation
group_1294,1.6403033531267923,0.17636249678574112,1,,1,4,prestige,Mourning
group_1295,-2.6558963753432607,-0.6124339556755567,16,,0.7618454641771615,7,lost my shoes,Inaccessibility
group_1296,2.588207557496033,-2.8116996393959774,1,,1,3,arsenal lost,Competitive loss
group_1297,-3.196898773608958,-0.8240015409993529,4,,0.759518351432126,7,lose hand band,Inaccessibility
group_1298,-1.2440574211339652,-2.34402091335435,2,,0.7657845408503617,5,without profits,Financial
group_1299,1.1137456419454705,0.20501602477951475,1,,1,4,room to grow,Mourning
group_1300,0.47355187107675667,2.3157363130997797,4,,0.766313316812523,1,partial paralysis,Emotional Distress
group_1301,0.5829088228275975,0.050436667864041856,1,,1,2,ending a chapter,Deprivation
group_1302,-1.0725642663141806,0.589437369759297,2,,1,2,deflated,Deprivation
group_1303,2.5398434680900004,-0.3140792312642017,13,,0.7446739159311888,3,partner,Competitive loss
group_1304,-0.9534292922769919,0.21642623330894317,1,,0.9999999932921207,2,informality,Deprivation
group_1305,-0.3349367431585569,-1.8280572896201486,1,,1,5,against my chances,Financial
group_1306,0.17120334939891516,0.2159658788185393,2,,0.8334274050063453,2,failed to guess,Deprivation
group_1307,-0.5133743202525655,-0.5321652369219855,1,,1,2,nowhereabouts,Deprivation
group_1308,-1.9901646423560087,-0.9878630894156039,3,,0.785140158602387,7,childhood family home,Inaccessibility
group_1309,0.5651384492663346,0.7766205400627784,5,,0.7673849495399343,2,lack of focus,Deprivation
group_1310,-1.3220336512130415,-1.236391193743772,2,,0.8581586596116889,7,lost in traffic,Inaccessibility
group_1311,1.2902189739054695,-1.2306824324002488,2,,0.8237599849574324,3,assignment,Competitive loss
group_1312,0.08163317474998463,-2.825552106395206,6,,0.7435729146458627,5,change of co-workers,Financial
group_1313,2.438872986266806,-0.22403833870394638,2,,0.753487878266378,3,communism,Competitive loss
group_1314,-0.6036172471137674,-2.986525433814101,7,,0.7715577328992855,5,job loss finances,Financial
group_1315,1.504428756197684,-0.16574225856755728,1,,1,4,go nuts,Mourning
group_1316,1.7577478879897088,-1.911835393702912,1,,1,3,participation award,Competitive loss
group_1317,1.895516356137723,-2.4718805277730076,1,,1,3,good sportsmanship,Competitive loss
group_1318,1.7664979111783308,-1.7370446201470404,3,,0.7548079775028611,3,award,Competitive loss
group_1319,-0.35859511817310574,0.2628893157641899,2,,0.8163697815968975,2,stagnant,Deprivation
group_1320,2.0620363042101078,-1.8288360078308123,1,,1,3,conquered,Competitive loss
group_1321,2.325693526913061,2.046795085080674,1,,1,4,painful permanent separation,Mourning
group_1322,0.3425779368522609,2.5427091237691357,3,,0.7524302329446582,1,aging pain,Emotional Distress
group_1323,0.29429268238319994,-0.4425682868517456,1,,1,2,never the same,Deprivation
group_1324,2.9972744854722873,1.824884439532644,3,,0.7513033426861544,4,ex family relationships,Mourning
group_1325,0.9494392534375402,0.48082118181973854,2,,0.7808081407835239,4,life falling apart,Mourning
group_1326,-1.7610652912449203,-2.156713168077895,1,,1,5,unprofitable ventures,Financial
group_1327,0.06480506601377742,0.8612947571998051,2,,0.7491239758404602,2,repression,Deprivation
group_1328,2.47341721159377,-0.018109587411571634,1,,1,3,nami,Competitive loss
group_1329,2.020238096543367,-2.822308909198536,1,,0.9999999932921207,3,ncaa,Competitive loss
group_1330,1.790502511775003,2.1456457551671826,1,,1,4,ttc,Mourning
group_1331,2.9031093970384902,2.954929120778133,24,,0.7662691319188188,4,cousin died,Mourning
group_1332,-2.7230942137758425,-1.1496254100070313,15,,0.743902460479067,7,lost id,Inaccessibility
group_1333,1.2259200962483998,0.8001048726645172,2,,0.7948300400897206,4,comfort,Mourning
group_1334,-2.280015318598838,-2.1693781569053967,3,,0.782310474606019,5,losses in court,Financial
group_1335,2.0623201636856887,-2.2264739758964205,2,,0.8223630371639821,3,being outscored,Competitive loss
group_1336,-2.8349926256585207,2.873182683422303,44,,0.7449844863241311,6,dog passed away,Material deprivation
group_1337,-3.2178294092294277,-0.6534033340084274,2,,0.8097185240557108,7,earphones,Inaccessibility
group_1338,-3.1877781857063985,0.15385703506930926,4,,0.7428759034895606,6,charger,Material deprivation
group_1339,2.7092832117631005,0.3459058044929611,2,,0.7702549635996545,4,biden,Mourning
group_1340,-2.177834320661484,2.510070422366504,1,,1,6,bigfoot,Material deprivation
group_1341,-0.8251619320765197,0.8087128461678611,1,,1,2,clinton scum,Deprivation
group_1342,-2.3810043347778453,-0.058047438907509005,3,,0.7693076084857142,7,dental problems,Inaccessibility
group_1343,0.27526615173454516,-1.7360624162054314,4,,0.7424112020453153,5,failed academic paper,Financial
group_1344,3.0190551717446645,1.6480755853936473,18,,0.7864855522019745,4,lost my girlfriend,Mourning
group_1345,1.6993332726462187,0.11517475478772246,1,,1,4,influence,Mourning
group_1346,0.5623988955226578,1.3224861329752162,2,,0.879028245297906,1,awkward moments,Emotional Distress
group_1347,2.1031400273289202,-0.4896855323031798,2,,0.7573896215353455,3,drama,Competitive loss
group_1348,-0.9158964751388199,0.09481583106713765,2,,0.8149482869794464,2,miscalculated,Deprivation
group_1349,1.5727590763241086,-0.6903223251221862,1,,1,3,opening another,Competitive loss
group_1350,0.6793821390981771,0.9983847058684076,2,,0.7743509761724914,1,overconfidence in preparation,Emotional Distress
group_1351,-0.6365970105318838,-1.5575614760404872,2,,0.7900577716788106,5,displacement in queue,Financial
group_1352,0.43581684498214934,2.1093769862015495,6,,0.8104986185901457,1,partial blindness,Emotional Distress
group_1353,-0.9409137544879671,-1.5551678524962527,4,,0.7495493705871353,7,missed the moment,Inaccessibility
group_1354,1.7012409498747267,-2.9771070483004762,2,,1,3,checkmate,Competitive loss
group_1355,-0.03038932793169076,-1.1966812866673782,1,,1,5,did not improve,Financial
group_1356,0.6578681220494217,0.645281554336636,1,,0.9999999932921207,2,overlooking,Deprivation
group_1357,2.637385760001061,2.435880191792192,4,,0.7993648229829476,4,brief family time,Mourning
group_1358,0.057754144576107086,-0.8011503775215397,4,,0.8118229128490548,2,no fifth option,Deprivation
group_1359,2.793780914116226,1.706127264103095,7,,0.8198683130826789,4,friendship breakup,Mourning
group_1360,-1.008855596327966,-1.6231630267164223,10,,0.7663320069673842,7,missed event,Inaccessibility
group_1361,2.432428043140306,0.8809879420455206,3,,0.7690729423757229,4,engaging in conversations,Mourning
group_1362,1.8763419414573792,-0.5378180442491636,2,,0.7610886366007056,3,package,Competitive loss
group_1363,0.7182420270010792,-1.3172174072503338,1,,1,3,documentary losing,Competitive loss
group_1364,-1.5648060314600296,-1.2509625668193407,3,,0.7539557507182983,7,waste financial resources,Inaccessibility
group_1365,-2.9501575733666505,-2.58585194578453,13,,0.815661746530919,5,lost life savings,Financial
group_1366,2.970398119774648,1.6918780585890416,18,,0.7653783606825021,4,lost a partner,Mourning
group_1367,2.090646740312613,2.4607580111516527,2,,0.7525679505207601,4,neglect,Mourning
group_1368,-0.13503388764988916,-0.08219525671305819,2,,0.7783859000679406,2,error,Deprivation
group_1369,2.068413304812089,-0.23978037631258292,1,,1,4,punk rock,Mourning
group_1370,1.2225163117258844,2.9877282111308823,1,,1,4,drowning or sinking,Mourning
group_1371,0.0502714806671406,-1.8409204856423993,1,,0.9999999932921207,5,no points,Financial
group_1372,1.5748332552349313,2.1848828230911552,1,,1,4,unbelief and grief,Mourning
group_1373,1.1673007594519411,1.2016727981566326,1,,0.9999999932921207,4,deep inside myself,Mourning
group_1374,1.065125658791018,0.5796291454785013,3,,0.7715943054388086,4,control,Mourning
group_1375,0.5576888593848098,0.03724182735644202,1,,0.9999999932921207,2,unfamiliar,Deprivation
group_1376,-3.2398995140565847,-1.123904617323403,1,,1,7,gold,Inaccessibility
group_1377,1.282924037659857,-0.25637076285034466,1,,0.9999999932921207,3,wonderment,Competitive loss
group_1378,1.8083852500026263,0.15695302479902856,1,,1,4,awe,Mourning
group_1379,1.5788507468251591,-3.246387354032189,2,,0.8074497992507006,3,billiards,Competitive loss
group_1380,2.350573594995971,-0.15200913120345494,1,,1,3,mine,Competitive loss
group_1381,-3.0001435146518634,2.913340409024223,17,,0.7644372340561154,6,cat,Material deprivation
group_1382,-0.30770145068577814,1.049104382869071,3,,0.7952630874136346,2,imprisonment,Deprivation
group_1383,2.495043990411267,1.7868927749630652,1,,1,4,damaged past bond,Mourning
group_1384,-2.4416616145362777,-2.7326492375541713,1,,0.9999999932921207,5,zero financial windfall,Financial
group_1385,-2.7924373169243597,-2.9261043440289423,3,,0.7890861614511424,5,barely enough funds,Financial
group_1386,1.1280887605290435,-3.320298878839213,4,,0.7750857906514713,3,lost the jackpot,Competitive loss
group_1387,2.3716575095232724,1.5945777120555533,1,,1,4,no reunion,Mourning
group_1388,1.3159855552564823,-0.6594090252330348,2,,1,3,understanding,Competitive loss
group_1389,0.4338259901541779,1.562517513267534,1,,1,1,freeze mood,Emotional Distress
group_1390,-2.7846132552614113,-3.414867388972959,2,,0.8132092737402543,5,financial markets,Financial
group_1391,-0.6041062871143418,1.151067571996942,1,,1,2,bad for morale,Deprivation
group_1392,-2.8340456132333776,-0.6008948403214543,2,,0.7729293200918098,7,lost retainers,Inaccessibility
group_1393,-0.944681537483525,-1.6588974640904977,3,,0.8229799590157181,7,missed game time,Inaccessibility
group_1394,-1.7648992089657785,-2.707430715565747,3,,0.7482144812728699,5,deals and sales,Financial
group_1395,2.874026094112696,2.960615433489677,13,,0.7577233952784074,4,sister,Mourning
group_1396,-0.3069401325974615,-0.7753396237314816,1,,1,2,not cautioned,Deprivation
group_1397,-0.33691038622360514,-0.9719758911500661,2,,0.7469656482377736,2,no good match,Deprivation
group_1398,2.6313232489642138,3.3534913824580057,7,,0.7442275952253412,4,mom's memory loss,Mourning
group_1399,1.3414174439296231,3.319081815621488,1,,1,4,war casualties rise,Mourning
group_1400,2.3463504295645725,1.0578143937108972,2,,0.7979650744465837,4,irretrievable love,Mourning
group_1401,-2.8675239801174603,-0.7529528197796143,4,,0.8112839957222928,7,lost airport luggage,Inaccessibility
group_1402,0.2795917045508758,-2.691756644500702,1,,1,5,technology and work,Financial
group_1403,-2.289819146588767,-3.0027202095830985,3,,0.744948279814673,5,a 50 bill,Financial
group_1404,-3.041608074280708,2.6381221373397,52,,0.7612074259845164,6,lost my dog,Material deprivation
group_1405,-0.27421930222706387,-2.0175882145019726,11,,0.751187883553392,5,lost productivity,Financial
group_1406,-2.7083593458693422,2.868865685911693,4,,0.7596210460270922,6,dog put down,Material deprivation
group_1407,-0.8618242391132669,-1.8647670529025473,14,,0.7640340093945021,7,missed deadline,Inaccessibility
group_1408,-0.8948093259609496,-1.7417875678911594,11,,0.7793964384748377,7,missed appointment,Inaccessibility
group_1409,-0.421130996380519,-2.30254558604312,2,,0.8865066224771015,5,ended internship,Financial
group_1410,-0.9943080505971775,-1.7283403957284178,3,,0.7913576823915718,7,lost moving opportunity,Inaccessibility
group_1411,2.569578188124041,3.369796952817813,40,,0.7536826113866621,4,lost my mother,Mourning
group_1412,3.099449644783594,2.867367641138307,28,,0.7624681044378462,4,brother died,Mourning
group_1413,2.656569786587237,3.361663809666831,4,,0.7501312509264084,4,lost a matriarch,Mourning
group_1414,1.4829195386496505,3.0522872816257647,1,,0.9999999932921207,4,heroic fatal rescue,Mourning
group_1415,-3.069048187080091,2.8638473505816813,33,,0.7441674186517433,6,lost my cat,Material deprivation
group_1416,-2.4807954833179204,-2.515701412504632,4,,0.7710418945498236,5,bills taking money,Financial
group_1417,-0.19984006393343917,-2.5120808127315666,4,,0.781893295087239,5,lost career motivation,Financial
group_1418,0.27460441855516027,2.980260308452114,8,,0.7691566159182389,4,lost good health,Mourning
group_1419,-2.7859125153606543,0.5458057098575665,4,,0.8042857038854363,6,broke my phone,Material deprivation
group_1420,0.727457036417292,3.047274569766138,3,,0.7866742290727727,4,family health crisis,Mourning
group_1421,2.014364669523009,-2.793134303166053,9,,0.747788618449239,3,soccer game,Competitive loss
group_1422,-2.4591120199439116,-2.365940056165599,12,,0.7510595857954173,5,lost health insurance,Financial
group_1423,2.4581725285441656,2.0742989768289757,10,,0.7639631106187658,4,brother moved away,Mourning
group_1424,0.594313074033293,0.954940581347295,3,,0.8324152430359347,2,losing my words,Deprivation
group_1425,2.8600677407590354,3.0847723081588523,38,,0.7477170611932034,4,grandfather passed away,Mourning
group_1426,-2.784455444501688,2.343161105340663,4,,0.8221622659402514,6,fish died,Material deprivation
group_1427,-2.7201419831745626,-2.466544191422087,1,,1,5,plumbing bill loss,Financial
group_1428,-1.6668388672779666,0.5919092173132611,1,,1,6,candle,Material deprivation
group_1429,-3.1856958127681105,-0.7323371388316048,12,,0.7794438879219122,7,lost my airpods,Inaccessibility
group_1430,3.0471034999157585,1.58148374816394,4,,0.7653374152945938,4,lost in relationship,Mourning
group_1431,-0.9116151257869929,0.7402776738779773,1,,1,2,chokers,Deprivation
group_1432,-2.988356519850708,2.902143374456034,1,,1,6,colton's kittens,Material deprivation
group_1433,2.0631040291762606,0.4171640345875275,1,,1,4,snow white,Mourning
group_1434,-2.696996309718546,-0.5475137203103888,11,,0.77011392492691,7,lost my sunglasses,Inaccessibility
group_1435,0.5927192651649592,1.7986109348401045,1,,1,1,traumatic teacher discovery,Emotional Distress
group_1436,-1.3528626644038797,-1.3703194382465589,11,,0.7723168573625914,7,missed vacation,Inaccessibility
group_1437,-2.7539413590638078,-2.6679160962051034,4,,0.7804071895162905,5,financial debt loss,Financial
group_1438,-2.142170918445393,-2.0078961335283823,2,,1,5,parking ticket fine,Financial
group_1439,2.7455782254121086,3.2736824082335363,9,,0.7850293475018894,4,mother-in-law's passing,Mourning
group_1440,2.4773299549568946,2.8069431151089916,13,,0.7439674104451717,4,lost father in-law,Mourning
group_1441,2.5110624994155177,1.8089097637493694,19,,0.7583305348178633,4,lost a colleague,Mourning
group_1442,1.8866441047644633,3.090711689373989,1,,1,4,friend has als,Mourning
group_1443,-2.8400024798612273,-2.4858944669449685,4,,0.7489880478969184,5,depleted emergency funds,Financial
group_1444,1.3541479775662548,-0.2037421196798775,1,,0.9999999932921207,4,be self-sufficient,Mourning
group_1445,-0.5924262205167009,-2.852553765891625,8,,0.7630007814887009,5,lost part-time job,Financial
group_1446,2.9994104953330867,2.6040834118369833,2,,0.7704104199602566,4,verbally abusive brother,Mourning
group_1447,2.8875629419311273,1.77390399258499,2,,0.8368502928002954,4,dumped by friend,Mourning
group_1448,-2.8057145528370446,2.917043262019726,1,,1,6,dog lost sight,Material deprivation
group_1449,2.9176893615397397,3.074470816829077,48,,0.7596891761003962,4,aunt passed away,Mourning
group_1450,0.9428801866935306,2.75548681818808,2,,0.7644636598302041,4,lost blood,Mourning
group_1451,2.028971435384221,0.46638872797967934,1,,0.9999999932921207,4,whiskers,Mourning
group_1452,0.5927549150314376,2.2814287857023197,1,,1,1,ms ear,Emotional Distress
group_1453,2.1471277083400557,2.2485669614797037,1,,0.9999999932921207,4,boys,Mourning
