word,text,cluster,cluster_name,frequency,group_dim_1,group_dim_2,orig
friends  family,group_97,7,Separation,1,-0.18418009016978365,-2.499645114257385,Experiment
friends death,group_109,7,Separation,3,-1.2677841061989676,-3.211661771672957,Experiment
friends drift apart,group_809,7,Separation,1,-0.25396258307937924,-2.61336561813602,Experiment
friends fathers death,group_741,7,Separation,1,-1.061204928873853,-3.311505654096277,Experiment
friends growing distant,group_809,7,Separation,1,-0.25396258307937924,-2.61336561813602,Experiment
friends moved away,group_431,8,Separation,2,0.42336575684971955,-2.7422669996010955,Experiment
friends moving,group_431,8,Separation,1,0.42336575684971955,-2.7422669996010955,Experiment
friends moving away,group_431,8,Separation,3,0.42336575684971955,-2.7422669996010955,Experiment
friendship,group_114,7,Separation,46,-0.1920627550651548,-2.404756281850877,Experiment
friendship argument loss,group_1093,7,Separation,1,-0.11736686140275499,-2.6630169588760144,Experiment
friendship breakup,group_1397,7,Separation,4,-0.358964727847364,-2.653596903895848,Experiment
friendship end,group_110,7,Separation,1,-0.2566280164651067,-2.6408414899484467,Experiment
friendship ended,group_110,7,Separation,4,-0.2566280164651067,-2.6408414899484467,Experiment
friendship ending,group_110,7,Separation,6,-0.2566280164651067,-2.6408414899484467,Experiment
friendship ends,group_110,7,Separation,2,-0.2566280164651067,-2.6408414899484467,Experiment
friendship falling apart,group_809,7,Separation,2,-0.25396258307937924,-2.61336561813602,Experiment
friendship loss,group_295,7,Separation,7,-0.4251673922531334,-2.7887422405249995,Experiment
friendship that ended,group_110,7,Separation,1,-0.2566280164651067,-2.6408414899484467,Experiment
friendships,group_97,7,Separation,21,-0.18418009016978365,-2.499645114257385,Experiment
friendships going astray,group_809,7,Separation,1,-0.25396258307937924,-2.61336561813602,Experiment
friendships reevaluated,group_809,7,Separation,1,-0.25396258307937924,-2.61336561813602,Experiment
front porch replacement,group_1196,3,Deprivation,1,2.5814350300879996,-1.4418351523269213,Experiment
frustrated,group_42,5,Career and Life Setbacks,17,-0.18998936694239799,0.35068357344915957,Experiment
frustrated at dmv,group_2297,3,Deprivation,1,1.3753379417465674,1.120731627373818,Experiment
frustrated with children,group_2439,7,Separation,1,0.20407794363876763,-3.327029983587961,Experiment
frustrated with failure,group_1979,1,Competitive Failure,1,0.7673334058253871,2.3745809895161156,Experiment
frustrating,group_42,5,Career and Life Setbacks,4,-0.18998936694239799,0.35068357344915957,Experiment
frustration,group_42,5,Career and Life Setbacks,74,-0.18998936694239799,0.35068357344915957,Experiment
frustration and disappointment,group_636,5,Career and Life Setbacks,1,-0.4454673474835218,0.4124303594000884,Experiment
frustration with family,group_792,7,Separation,1,0.11893367498136742,-3.56947549222356,Experiment
frustrationanger,group_42,5,Career and Life Setbacks,1,-0.18998936694239799,0.35068357344915957,Experiment
fun,group_816,8,Separation,1,0.44925399522998033,-1.262431990240838,Experiment
fundraiser,group_596,3,Deprivation,1,1.8906759055479307,0.08821983783591891,Experiment
funds,group_1350,2,Financial,2,-2.585340404095999,2.7510445254541653,Experiment
funeral,group_1592,7,Separation,4,-1.2846593176495529,-3.466905302505244,Experiment
funeral in rain,group_2286,7,Separation,1,-1.2794620055271686,-3.410445318139644,Experiment
funerals,group_1592,7,Separation,1,-1.2846593176495529,-3.466905302505244,Experiment
furious,group_677,4,Emotional Turmoil,1,-0.11398982468037255,-0.9043290920707444,Experiment
futile time waste,group_1302,5,Career and Life Setbacks,1,-0.06627704507057719,1.697364693845874,Experiment
future,group_574,4,Emotional Turmoil,1,0.02674262076666767,-0.5641108697175338,Experiment
future aspirations,group_574,4,Emotional Turmoil,1,0.02674262076666767,-0.5641108697175338,Experiment
g,group_2294,7,Separation,1,0.14193870236080164,-2.136903494257232,Experiment
gain,group_833,2,Financial,3,-2.196799273409329,2.427465604434044,Experiment
gain new insight,group_251,4,Emotional Turmoil,1,0.40859936487847404,-1.022792321699953,Experiment
gain resources,group_1829,5,Career and Life Setbacks,1,0.37852108229988835,1.241028721913331,Experiment
gained an advantage,group_833,2,Financial,1,-2.196799273409329,2.427465604434044,Experiment
gaining,group_833,2,Financial,1,-2.196799273409329,2.427465604434044,Experiment
gains,group_833,2,Financial,8,-2.196799273409329,2.427465604434044,Experiment
gamble,group_64,1,Competitive Failure,6,3.1950233084772854,3.1601148024477874,Experiment
gambled away money,group_368,1,Competitive Failure,1,3.1867499674644155,3.1761955150497743,Experiment
gambling,group_64,1,Competitive Failure,66,3.1950233084772854,3.1601148024477874,Experiment
gambling bet,group_64,1,Competitive Failure,1,3.1950233084772854,3.1601148024477874,Experiment
gambling debt,group_368,1,Competitive Failure,2,3.1867499674644155,3.1761955150497743,Experiment
gambling loss,group_581,1,Competitive Failure,8,3.085417534939828,3.25305488967292,Experiment
gambling losses,group_581,1,Competitive Failure,7,3.085417534939828,3.25305488967292,Experiment
gambling money,group_368,1,Competitive Failure,2,3.1867499674644155,3.1761955150497743,Experiment
gambling money spent,group_368,1,Competitive Failure,1,3.1867499674644155,3.1761955150497743,Experiment
gambling wagers,group_64,1,Competitive Failure,1,3.1950233084772854,3.1601148024477874,Experiment
gambling with money,group_368,1,Competitive Failure,1,3.1867499674644155,3.1761955150497743,Experiment
game,group_60,1,Competitive Failure,45,3.281686875718825,2.2872449808531696,Experiment
game defeat,group_14,1,Competitive Failure,5,2.726125607867595,2.5986531692207633,Experiment
game defeats,group_53,1,Competitive Failure,2,2.6169890653213734,2.5838184411813505,Experiment
game loss,group_14,1,Competitive Failure,18,2.726125607867595,2.5986531692207633,Experiment
game loss situation,group_14,1,Competitive Failure,1,2.726125607867595,2.5986531692207633,Experiment
game lost again,group_53,1,Competitive Failure,1,2.6169890653213734,2.5838184411813505,Experiment
game match loss,group_1808,1,Competitive Failure,1,2.685165397145586,2.5556800942185482,Experiment
game of cards,group_175,1,Competitive Failure,1,3.2550107355012265,2.725428837807016,Experiment
game of chance,group_176,5,Career and Life Setbacks,1,-0.610595890093804,0.3004511051659569,Experiment
game over,group_60,1,Competitive Failure,8,3.281686875718825,2.2872449808531696,Experiment
game play loss,group_14,1,Competitive Failure,1,2.726125607867595,2.5986531692207633,Experiment
game points,group_60,1,Competitive Failure,1,3.281686875718825,2.2872449808531696,Experiment
game tournament loss,group_1433,1,Competitive Failure,1,2.9067725521500125,2.5945988716840125,Experiment
gameplay loss,group_822,1,Competitive Failure,1,3.339780571082598,2.4759175943851885,Experiment
games,group_113,1,Competitive Failure,47,3.3992297693634526,2.3502594230726728,Experiment
games - winslosses,group_2342,1,Competitive Failure,1,3.4218524970218827,2.4484985450087904,Experiment
games sports,group_1654,1,Competitive Failure,1,3.162576459128002,2.1285403059569683,Experiment
games with friends,group_113,1,Competitive Failure,1,3.3992297693634526,2.3502594230726728,Experiment
gaming,group_113,1,Competitive Failure,3,3.3992297693634526,2.3502594230726728,Experiment
gaming setback,group_1935,1,Competitive Failure,1,3.42273792353984,2.4226920656993705,Experiment
gap,group_1669,3,Deprivation,2,0.6893105921496057,0.9865821835491864,Experiment
gaps,group_1669,3,Deprivation,1,0.6893105921496057,0.9865821835491864,Experiment
garage door broke,group_1353,3,Deprivation,1,3.2162349228553895,-0.08485599761318963,Experiment
garbage disposal broke,group_1055,3,Deprivation,1,2.788264835480466,-0.8687239126028092,Experiment
garden,group_907,8,Separation,1,2.357642994303487,-1.8657759070457622,Experiment
garden being destroyed,group_1768,8,Separation,1,2.629020293916196,-1.8660004872060703,Experiment
garden destroyed,group_1768,8,Separation,2,2.629020293916196,-1.8660004872060703,Experiment
garden failed,group_316,8,Separation,1,2.5924181354054596,-1.9296221807462646,Experiment
garden ruined,group_1768,8,Separation,1,2.629020293916196,-1.8660004872060703,Experiment
garden withered away,group_1768,8,Separation,1,2.629020293916196,-1.8660004872060703,Experiment
garth died,group_1991,7,Separation,1,-1.3842705509315154,-3.338252001302602,Experiment
gasoline prices,group_2022,2,Financial,1,-1.8759366995428932,3.477898804273217,Experiment
gave up,group_163,5,Career and Life Setbacks,1,0.27930113047354177,0.13865363792349536,Experiment
gave up cats,group_990,8,Separation,1,3.135196506026296,-3.3755611882064893,Experiment
gender-based abuse,group_2146,4,Emotional Turmoil,1,-0.6982609543755194,-1.5609747604576594,Experiment
general failures,group_429,1,Competitive Failure,1,0.6966308027165203,2.3830873600230236,Experiment
genetic health issue,group_1512,7,Separation,1,-2.46795282455481,-1.989971993542256,Experiment
germany,group_1160,8,Separation,1,0.9857533039515789,-1.625130490617554,Experiment
get angry,group_208,4,Emotional Turmoil,1,-0.5054079431165248,-0.23432679628595604,Experiment
get away,group_532,3,Deprivation,1,1.1504669285423197,-0.23838155550272758,Experiment
getting a divorce,group_1596,7,Separation,1,-0.6434096941984424,-2.843295944524811,Experiment
getting fired,group_345,5,Career and Life Setbacks,1,-1.3911271197728547,1.801593650160612,Experiment
getting hurtinjured,group_806,6,Detriment,1,-2.0428166555063627,-1.5391106837084736,Experiment
getting injured,group_806,6,Detriment,1,-2.0428166555063627,-1.5391106837084736,Experiment
getting job,group_672,5,Career and Life Setbacks,1,-0.880627440277741,1.939482758368445,Experiment
getting lost,group_50,3,Deprivation,2,1.4492486855623923,1.2135758020372016,Experiment
getting olderaging,group_774,6,Detriment,1,-1.9384502909374048,-1.2824860298578358,Experiment
getting poorer,group_280,5,Career and Life Setbacks,1,-1.4942650364523065,1.127867265439557,Experiment
getting rid,group_1146,3,Deprivation,1,1.3334188569649652,-0.32363452628938244,Experiment
getting sick,group_370,7,Separation,1,-2.382425964476738,-2.0356706056185825,Experiment
ghost,group_1770,4,Emotional Turmoil,1,-0.2339794310641361,-1.381226397593615,Experiment
ghosted by friend,group_317,7,Separation,1,-0.4236299818279301,-2.7757579241904504,Experiment
gift,group_2180,3,Deprivation,1,1.399064829392577,-1.076108445078118,Experiment
gift card scam,group_639,2,Financial,1,-1.0145302317999318,3.075418259145831,Experiment
gig,group_1032,8,Separation,1,0.3650095038157919,-1.6254747363406299,Experiment
gig work ended,group_1748,5,Career and Life Setbacks,1,-1.3810393367552467,1.8233881466890423,Experiment
girl,group_2182,7,Separation,2,0.1739352180438818,-3.5505332623260477,Experiment
girlfriend,group_379,7,Separation,1,-0.6792319203947019,-2.6100294728026237,Experiment
girlfriend left me,group_2131,7,Separation,1,-0.6635469970149837,-2.9232243499633364,Experiment
girlfriend losing mobility,group_1498,7,Separation,1,-0.8045804626365438,-2.5498595225832315,Experiment
girlfriend lost mother,group_73,7,Separation,1,-0.8181959312225242,-3.8095305099264407,Experiment
girlfriend's finger injury,group_1498,7,Separation,1,-0.8045804626365438,-2.5498595225832315,Experiment
give up,group_163,5,Career and Life Setbacks,4,0.27930113047354177,0.13865363792349536,Experiment
giveaway,group_2484,1,Competitive Failure,1,2.4234707429075173,1.8487215758226572,Experiment
given child,group_1605,7,Separation,1,0.21619729740123605,-3.2925664706571065,Experiment
giving up,group_163,5,Career and Life Setbacks,9,0.27930113047354177,0.13865363792349536,Experiment
giving up lifestyle,group_1098,6,Detriment,1,-1.885361412304889,-0.12587895309965833,Experiment
giving up something,group_716,4,Emotional Turmoil,1,0.4265224599106687,-0.20944972204427692,Experiment
glass,group_1967,3,Deprivation,1,1.9074100041375859,-0.9580141001765875,Experiment
glasses,group_691,3,Deprivation,5,3.4475120988659795,-0.16244665723185506,Experiment
glasses are gone,group_691,3,Deprivation,1,3.4475120988659795,-0.16244665723185506,Experiment
global trust,group_2087,4,Emotional Turmoil,1,-1.147502742596441,-0.5776968282480065,Experiment
gloom,group_292,4,Emotional Turmoil,2,-0.6703551093015081,0.09607288288981103,Experiment
go away,group_2151,3,Deprivation,1,1.0673724147726649,0.26562064296818994,Experiment
go away from,group_2151,3,Deprivation,1,1.0673724147726649,0.26562064296818994,Experiment
go back,group_1245,3,Deprivation,1,0.9528463002549289,0.14404300079850382,Experiment
go insane,group_1019,6,Detriment,2,-1.147709885389792,-0.47749530026925285,Experiment
go nuts,group_1887,4,Emotional Turmoil,1,0.22215244837993442,-0.843795037201637,Experiment
goals,group_679,4,Emotional Turmoil,4,0.3327228412470582,-0.6385491943202395,Experiment
goals were derailed,group_1680,1,Competitive Failure,1,1.6175137228990943,2.34256385196199,Experiment
goat loss,group_1325,8,Separation,1,3.170952791341344,-2.9698874020895927,Experiment
god,group_2466,4,Emotional Turmoil,1,0.12649072501589465,-1.464194114247824,Experiment
godmother,group_2575,7,Separation,1,-0.6376859155452657,-3.8145806657851273,Experiment
going away,group_112,3,Deprivation,2,1.1694257712117655,-0.2527920788591918,Experiment
going away forever,group_1269,3,Deprivation,1,1.3462345632285673,0.3247967323909955,Experiment
going broke,group_772,2,Financial,3,-2.033434479115164,2.892243550055819,Experiment
going crazy,group_1019,6,Detriment,3,-1.147709885389792,-0.47749530026925285,Experiment
going down,group_226,5,Career and Life Setbacks,1,-0.8801815243000055,0.7838023393963052,Experiment
going insane,group_1019,6,Detriment,2,-1.147709885389792,-0.47749530026925285,Experiment
going into debt,group_369,2,Financial,1,-2.2619355834034085,3.0430655226410597,Experiment
going missing,group_22,3,Deprivation,1,1.6314063990174241,0.3816026341389897,Experiment
going without,group_183,5,Career and Life Setbacks,2,0.7132135079768238,1.149111777077646,Experiment
gold,group_377,3,Deprivation,1,1.5858151452897096,-1.1849722642713727,Experiment
gold chain,group_2008,3,Deprivation,1,3.15241875899832,-0.24137075264891023,Experiment
golf,group_629,1,Competitive Failure,1,3.1853445725291922,2.607284035187297,Experiment
golf bets,group_630,1,Competitive Failure,1,3.121160522301339,3.051252012306098,Experiment
golf match,group_629,1,Competitive Failure,1,3.1853445725291922,2.607284035187297,Experiment
golf match loss,group_234,1,Competitive Failure,1,3.070934075447423,2.6503518048670855,Experiment
gone,group_125,3,Deprivation,112,1.6389231924649066,0.17776547839697093,Experiment
gone forever,group_1269,3,Deprivation,4,1.3462345632285673,0.3247967323909955,Experiment
good,group_1518,8,Separation,2,0.6456512719078773,-1.459988211346117,Experiment
good bye,group_489,3,Deprivation,1,1.1825500212860487,-0.15021793532473812,Experiment
good co-worker,group_524,5,Career and Life Setbacks,1,-0.9913773651954778,1.675785044722263,Experiment
good credit score,group_259,2,Financial,1,-2.188017948333385,2.7801590072197655,Experiment
good deal,group_1406,2,Financial,2,-1.5718972667677926,2.639678456519898,Experiment
good friend died,group_24,7,Separation,1,-1.2845122332458923,-3.290255799112831,Experiment
good grade,group_1303,8,Separation,1,1.1130757938966533,-1.2656960511080606,Experiment
good job,group_1518,8,Separation,1,0.6456512719078773,-1.459988211346117,Experiment
good loser,group_592,1,Competitive Failure,1,2.174602898705168,2.1529030166561163,Experiment
good memories,group_145,4,Emotional Turmoil,1,-1.1407964350027537,-1.346232457341432,Experiment
good opponent,group_1138,1,Competitive Failure,1,2.513596706852416,1.9865908024122705,Experiment
good opportunity,group_310,5,Career and Life Setbacks,1,-1.8030275344275375,1.3535201796169851,Experiment
good relationship,group_102,7,Separation,1,-0.4435122038241166,-2.30356108207481,Experiment
good sportsmanship,group_2259,1,Competitive Failure,1,2.8293356374995304,1.887325350500814,Experiment
good try,group_897,4,Emotional Turmoil,1,0.38647834012989857,-0.2740607855350395,Experiment
goodbye,group_489,3,Deprivation,3,1.1825500212860487,-0.15021793532473812,Experiment
goodbye is imminent,group_489,3,Deprivation,1,1.1825500212860487,-0.15021793532473812,Experiment
got covid,group_1236,7,Separation,1,-2.3248070347422822,-2.1743505380699673,Experiment
got covid-19 again,group_1236,7,Separation,1,-2.3248070347422822,-2.1743505380699673,Experiment
got dumped,group_1617,7,Separation,1,-0.6048157352845953,-2.6826113637889835,Experiment
got fired,group_345,5,Career and Life Setbacks,1,-1.3911271197728547,1.801593650160612,Experiment
got laid off,group_1235,5,Career and Life Setbacks,1,-1.4461448003979598,1.7800985510793157,Experiment
got lost,group_50,3,Deprivation,3,1.4492486855623923,1.2135758020372016,Experiment
got lost driving,group_50,3,Deprivation,2,1.4492486855623923,1.2135758020372016,Experiment
got lost traveling,group_50,3,Deprivation,1,1.4492486855623923,1.2135758020372016,Experiment
got new apartment,group_779,8,Separation,1,1.6304917550221005,-2.1284424528381107,Experiment
got sick,group_370,7,Separation,1,-2.382425964476738,-2.0356706056185825,Experiment
government distrust,group_383,6,Detriment,2,-1.5335905240465988,-0.22162902066292092,Experiment
government wastes money,group_1402,5,Career and Life Setbacks,1,-0.11698891006039691,2.0420373550372375,Experiment
grace,group_2466,4,Emotional Turmoil,1,0.12649072501589465,-1.464194114247824,Experiment
grades,group_1303,8,Separation,1,1.1130757938966533,-1.2656960511080606,Experiment
gradual decline,group_983,5,Career and Life Setbacks,1,-0.4078899619142877,0.9011216499909467,Experiment
graduate school withdrawal,group_414,3,Deprivation,1,1.2425615671976398,-0.21975175409147804,Experiment
graduation,group_911,1,Competitive Failure,1,0.4311021988882229,2.5984652539419932,Experiment
grand aunt,group_430,7,Separation,1,-0.29590609896152165,-3.8550715877726125,Experiment
grandchild leaves home,group_934,7,Separation,1,0.4456585670592903,-3.200204539526338,Experiment
grandchildren,group_1247,7,Separation,1,-0.18197991245749012,-3.7292490174493644,Experiment
granddaughter,group_585,7,Separation,2,-0.11097101025297262,-3.8006079310516423,Experiment
grandfather,group_1006,7,Separation,4,-0.22699446845307847,-3.7751199641694386,Experiment
grandfather died,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandfather passed,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandfather passed away,group_1151,7,Separation,4,-0.40068048959084,-3.807172825223488,Experiment
grandfather passing,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandfather's passing,group_1151,7,Separation,4,-0.40068048959084,-3.807172825223488,Experiment
grandfather's poor health,group_1006,7,Separation,1,-0.22699446845307847,-3.7751199641694386,Experiment
grandma,group_1258,7,Separation,7,-0.24237506149602672,-3.956562987230875,Experiment
grandma death,group_404,7,Separation,1,-0.432250775044587,-3.865410493418726,Experiment
grandma died,group_404,7,Separation,2,-0.432250775044587,-3.865410493418726,Experiment
grandma lost memory,group_1258,7,Separation,1,-0.24237506149602672,-3.956562987230875,Experiment
grandma passed away,group_404,7,Separation,1,-0.432250775044587,-3.865410493418726,Experiment
grandma's declining health,group_1258,7,Separation,1,-0.24237506149602672,-3.956562987230875,Experiment
grandmas,group_1258,7,Separation,1,-0.24237506149602672,-3.956562987230875,Experiment
grandmother,group_854,7,Separation,6,-0.19235517494273835,-3.841218302837931,Experiment
grandmother died,group_404,7,Separation,2,-0.432250775044587,-3.865410493418726,Experiment
grandmother dying,group_404,7,Separation,1,-0.432250775044587,-3.865410493418726,Experiment
grandmother has cancer,group_404,7,Separation,1,-0.432250775044587,-3.865410493418726,Experiment
grandmother passed away,group_404,7,Separation,1,-0.432250775044587,-3.865410493418726,Experiment
grandmother's dog,group_1549,8,Separation,1,2.808128839838706,-3.2375888324363644,Experiment
grandmother's passing,group_404,7,Separation,2,-0.432250775044587,-3.865410493418726,Experiment
grandpa,group_1006,7,Separation,2,-0.22699446845307847,-3.7751199641694386,Experiment
grandpa died,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandpa passed away,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandpa passing away,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandparent death,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandparent passes away,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandparent's death,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grandparents,group_1247,7,Separation,2,-0.18197991245749012,-3.7292490174493644,Experiment
grandson,group_776,7,Separation,1,-0.087951836864538,-3.6845859479347105,Experiment
grandson in nicu,group_776,7,Separation,1,-0.087951836864538,-3.6845859479347105,Experiment
grandson's death,group_1151,7,Separation,1,-0.40068048959084,-3.807172825223488,Experiment
grant award denied,group_2097,5,Career and Life Setbacks,1,0.17206732788610002,2.6271446380656363,Experiment
grant opportunity,group_898,1,Competitive Failure,1,1.8297419471563523,1.5581771522937895,Experiment
grateful for blessings,group_989,4,Emotional Turmoil,1,-0.39801329334066016,-1.1866889632319122,Experiment
great grandmother,group_854,7,Separation,1,-0.19235517494273835,-3.841218302837931,Experiment
great-grandmother passed,group_854,7,Separation,1,-0.19235517494273835,-3.841218302837931,Experiment
great-uncle died,group_356,7,Separation,1,-0.2461128032301716,-3.902660901077326,Experiment
grief,group_19,4,Emotional Turmoil,310,-1.531378795808859,-1.3906922606245922,Experiment
grief and bereavement,group_19,4,Emotional Turmoil,1,-1.531378795808859,-1.3906922606245922,Experiment
grief and loss,group_19,4,Emotional Turmoil,1,-1.531378795808859,-1.3906922606245922,Experiment
grief and mourning,group_19,4,Emotional Turmoil,5,-1.531378795808859,-1.3906922606245922,Experiment
grief and sadness,group_19,4,Emotional Turmoil,2,-1.531378795808859,-1.3906922606245922,Experiment
grief and sorrow,group_19,4,Emotional Turmoil,6,-1.531378795808859,-1.3906922606245922,Experiment
grief of bereavement,group_19,4,Emotional Turmoil,3,-1.531378795808859,-1.3906922606245922,Experiment
grief of friend,group_109,7,Separation,1,-1.2677841061989676,-3.211661771672957,Experiment
grief of job,group_2256,5,Career and Life Setbacks,1,-1.7982505689085846,1.5296543738598631,Experiment
grief of loved,group_587,7,Separation,1,-1.049450662850003,-2.530369981195495,Experiment
grief or grieving,group_19,4,Emotional Turmoil,1,-1.531378795808859,-1.3906922606245922,Experiment
grief process model,group_23,4,Emotional Turmoil,1,-1.4874380302787906,-1.4148513898160704,Experiment
grief-stricken,group_19,4,Emotional Turmoil,2,-1.531378795808859,-1.3906922606245922,Experiment
grieve,group_107,4,Emotional Turmoil,6,-0.6368218475886827,-0.03224904124859757,Experiment
grieved,group_107,4,Emotional Turmoil,1,-0.6368218475886827,-0.03224904124859757,Experiment
grieving,group_19,4,Emotional Turmoil,14,-1.531378795808859,-1.3906922606245922,Experiment
grieving internallyexternal,group_400,4,Emotional Turmoil,1,-1.3941042517928466,-1.367599747835545,Experiment
grieving something,group_19,4,Emotional Turmoil,1,-1.531378795808859,-1.3906922606245922,Experiment
grocery prices,group_2184,2,Financial,1,-1.6002994731166993,2.8312384943509867,Experiment
growing old,group_774,6,Detriment,1,-1.9384502909374048,-1.2824860298578358,Experiment
growth,group_740,4,Emotional Turmoil,13,-0.33192892971556187,-1.2963219916270918,Experiment
growth from failure,group_740,4,Emotional Turmoil,1,-0.33192892971556187,-1.2963219916270918,Experiment
guilt,group_274,4,Emotional Turmoil,15,-1.1718909016361039,-0.15375564960025498,Experiment
guitarist passed away,group_656,7,Separation,1,-1.3481736920157514,-3.322732639524598,Experiment
gun,group_307,1,Competitive Failure,1,3.314577327668462,1.938718076371418,Experiment
gutted,group_2206,3,Deprivation,1,1.5968824172929805,-0.03543803553583478,Experiment
had,group_2083,4,Emotional Turmoil,1,1.0820885381790148,-0.7039170553505276,Experiment
had a miscarriage,group_597,7,Separation,1,-1.3036238044787485,-2.6266285636901525,Experiment
had a seizure,group_564,6,Detriment,1,-1.6932557922750258,-0.504478848233989,Experiment
had an accident,group_1856,3,Deprivation,1,3.4937079311194355,-1.6132197987484904,Experiment
had another accident,group_1856,3,Deprivation,1,3.4937079311194355,-1.6132197987484904,Experiment
had hypertension,group_1982,7,Separation,1,-2.563265719788049,-2.075693810301332,Experiment
had then lost,group_1312,6,Detriment,1,-1.8760164324336341,0.4538815843320259,Experiment
hail storm damage,group_2364,3,Deprivation,1,2.629348336484396,-1.3493602044569433,Experiment
hair,group_1014,3,Deprivation,12,1.676891948593981,-1.4501455150159852,Experiment
hair comb,group_1014,3,Deprivation,1,1.676891948593981,-1.4501455150159852,Experiment
hair falling out,group_240,6,Detriment,3,-2.339419348637636,-0.9321017014903282,Experiment
hair loss,group_240,6,Detriment,5,-2.339419348637636,-0.9321017014903282,Experiment
hair turned gray,group_1825,6,Detriment,1,-2.246989250984133,-0.9346609224855084,Experiment
half brother died,group_446,7,Separation,1,-0.08401601612898646,-3.987800216446187,Experiment
handyman job losses,group_1882,5,Career and Life Setbacks,1,-1.667743762335296,1.6773778804401713,Experiment
happiness,group_1434,4,Emotional Turmoil,11,-0.168549317477529,-1.0736544048043775,Experiment
hard,group_655,4,Emotional Turmoil,7,0.029852871192612485,-0.6019277894109591,Experiment
hard drive,group_1252,3,Deprivation,1,3.137213562550674,-0.07620818884301873,Experiment
hard time,group_181,5,Career and Life Setbacks,1,-0.46804657224864177,0.35323473841530795,Experiment
hard times,group_181,5,Career and Life Setbacks,1,-0.46804657224864177,0.35323473841530795,Experiment
hard to live,group_1322,4,Emotional Turmoil,1,-0.8416574632271754,-0.22773650121145128,Experiment
hard to understand,group_2581,5,Career and Life Setbacks,1,0.17065506471981062,0.2735387913318523,Experiment
hard work,group_670,4,Emotional Turmoil,3,0.16256587562452052,-0.47977303055825343,Experiment
hardship,group_181,5,Career and Life Setbacks,6,-0.46804657224864177,0.35323473841530795,Experiment
hardship in life,group_181,5,Career and Life Setbacks,1,-0.46804657224864177,0.35323473841530795,Experiment
hardships,group_181,5,Career and Life Setbacks,2,-0.46804657224864177,0.35323473841530795,Experiment
harming one's health,group_1767,6,Detriment,1,-2.523651668207008,-1.8152006051815304,Experiment
harris,group_1644,8,Separation,1,0.56516963060844,-1.71056503548302,Experiment
harris's election,group_1644,8,Separation,1,0.56516963060844,-1.71056503548302,Experiment
has been deceived,group_261,5,Career and Life Setbacks,1,0.16382536693506267,0.6706783078759865,Experiment
hat,group_1868,3,Deprivation,1,1.6306474391411447,-1.2962619603813024,Experiment
hate,group_884,5,Career and Life Setbacks,3,-0.247292889555921,0.1778010415616017,Experiment
hate losing,group_319,1,Competitive Failure,1,2.1216077813994847,2.1931575205618827,Experiment
have,group_2083,4,Emotional Turmoil,1,1.0820885381790148,-0.7039170553505276,Experiment
have less than,group_254,5,Career and Life Setbacks,1,-0.9404609744658612,1.2756483101812666,Experiment
having an accident,group_1856,3,Deprivation,1,3.4937079311194355,-1.6132197987484904,Experiment
having given up,group_163,5,Career and Life Setbacks,1,0.27930113047354177,0.13865363792349536,Experiment
having less,group_254,5,Career and Life Setbacks,3,-0.9404609744658612,1.2756483101812666,Experiment
having more children,group_2517,7,Separation,1,0.0833660234890361,-3.3319169592063616,Experiment
having something removed,group_586,3,Deprivation,2,1.3501758682321652,-0.18193932936380558,Experiment
having to compensate,group_1807,2,Financial,1,-1.4703502899584104,2.9468967176577774,Experiment
having zero sugar,group_1115,6,Detriment,1,-2.911661665588168,-1.23876687603369,Experiment
haze,group_2352,4,Emotional Turmoil,1,-0.560184657715944,-0.16633595603388224,Experiment
he didn't like,group_2329,5,Career and Life Setbacks,1,0.08076976385896528,1.0795883637710288,Experiment
headphone,group_2401,3,Deprivation,1,2.5539523030820552,-0.7389260998625051,Experiment
healing,group_1101,4,Emotional Turmoil,7,-0.9954936279977851,-1.4201365088610287,Experiment
healing and growth,group_1101,4,Emotional Turmoil,1,-0.9954936279977851,-1.4201365088610287,Experiment
health,group_103,6,Detriment,67,-2.5034954378219836,-1.8920871022745676,Experiment
health - pain,group_1155,6,Detriment,1,-2.0090680794796008,-1.5983207066132503,Experiment
health challenges,group_349,7,Separation,1,-2.389700340126934,-1.9502472229532632,Experiment
health confidence loss,group_1491,6,Detriment,1,-2.636987271329705,-1.4758564306954554,Experiment
health crisis diagnosis,group_1136,7,Separation,1,-2.5685654152108137,-2.1196008074214534,Experiment
health decline,group_265,6,Detriment,10,-2.4587851117923036,-1.1985375828321543,Experiment
health declined,group_265,6,Detriment,1,-2.4587851117923036,-1.1985375828321543,Experiment
health deteriorated,group_265,6,Detriment,1,-2.4587851117923036,-1.1985375828321543,Experiment
health diet loss,group_143,6,Detriment,1,-3.0606407032865617,-1.1472231519906375,Experiment
